21888945,AAPL AMC CLNE CLOV GME NEGG PLTR SPY WISH
21866345,
21862916,AMC GME
21859178,GE
21849271,
21838752,AMZN BA FDX GM MU NFLX PLUG TSLA WISH XOM
21821823,
21810845,ARKW PLTR
21809907,MRIN
21801328,
21781108,TSLA
21779358,
21729535,
21726062,GME NOK WISH
21722135,BB
21707490,AAPL
21706367,TSLA
21701204,AAPL PYPL SQ VXRT
21642674,BB GSAT NKE
21638846,AMC GME TWTR
21636957,
21629549,BAC WFC
21621280,TSLA
21581171,COIN
21560924,ETHE GBTC
21547472,FCEL
21546933,COIN MARA RIOT TSLA
21524307,AMC GME
21517464,CARV SQBG VJET
21498498,CLF
21497040,GNUS
21496312,ACB TSX:ACB
21477022,CLNE
21473195,TLRY TSX:TLRY APHA
21474714,MARA RIOT
21464944,PYPL
21437544,
21433986,AAPL
21434367,NIO
21412588,WKHS
21409683,TLRY APHA
21393566,TSLA
21361881,AMZN TSLA
21360099,TSLA
21333471,AMC BYND GME
21333042,CAG EBON HLLPF TSLA
21323210,GE
21295765,NIO RIDE TSLA
21291823,BRK-A TSLA
21259839,TSLA
21249937,ADSK ARKF ARKK ARKW ARKX COIN GH IOVA MASS SGFY SQ TCEHY TSLA TWTR
21192760,
21235250,ARES GE
21213347,AMD SQ TSLA
21203888,QS WKHS
21202673,DIS INTC MSFT
21178647,AGEN
21167639,
21154807,AMD
21117470,BNGO
21094759,
21089915,
21085465,KHRNF TSXV:KHRN
21074641,
21032739,TSLA
21027736,TSLA TWTR
20988556,LYFT UBER
20957706,AUDVF
20917592,TSLA
20930494,TSLA
20918745,
20897907,AAPL MSTR
20882552,GOOG GOOGL HPE ORCL
20847226,
20838380,AAL DAL
20784480,NYT SQ TWTR
20780751,FB GOOGL TWTR
20772090,AMD INTC NVDA
20725200,DKNG
20697790,
20685345,HAE
20678500,CAN SOS SQ
20674195,
20664827,CAG TWTR
20664642,TSLA
20647041,COIN
20642959,COIN SNOW TSLA ZM
20638013,COIN
20633547,ICE TSLA
20634549,BAC COIN
20621917,NIO TSLA
20612927,TSLA
20603852,JPM MA UBS
20608185,AAL UAL
20607217,PYPL ROKU SQ
20579253,TSLA
20571544,CHWY GME SQ TSLA TWTR
20550990,AAPL MSFT
21909377,BABA CHWY DIDI GME SPCE
21890734,
21884340,CGC TLRY
21877566,GME
21865041,
21869355,TSLA
21854551,AAPL HYLN SPCE
21851600,TSLA
21839226,
21828774,BABA NIO PDD TAL
21821341,VYGVF
21816064,NIO
21805683,F GM
21802837,ACB SNDL TLRY
21789591,NFLX
21792745,PLUG
21780142,CAG NEGG TSLA
21779546,AMC BB CLNE CLOV GME SOFI WISH WKHS
21757707,
21750166,NIO NVDA TSLA
21744983,
21741670,NTLA REGN
21737918,TSLA
21730620,PLTR
21727119,ERIC NOK
21690822,NFLX TSLA
21678928,AAPL AEO AMZN COST F
21663831,PLTR
21667546,CLGN DDD
21648839,AMZN GM
21644487,CNHI ENOB GE RAVN
21641652,MSFT
21608835,NIO PLTR QQQ TSLA
21605423,CLF T TAL
21596169,
21583649,
21580893,COIN
21574883,TSLA
21554039,TSLA
21549898,PLTR
21544081,TSLA
21540498,
21530483,NIO
21516464,BAC WFC
21514585,TSLA
21512078,MVIS
21495751,MARA RIOT
21479358,TSLA
21481067,WISH
21456502,MSTR SQ TSLA
21443924,NVDA
21446070,
21444649,
21383724,
21427411,TSLA
21407029,BABA
21403348,AMC AMZN BB GME SNDL TLRY
21353437,
21351239,AAPL AMC COIN CVS F OXY SHOP SPCE SQ TSLA WPM
21333143,COIN TSLA
21338336,MLPA
21290776,BABA BIDU
21290431,
21248550,BBY CMG CSCO ETSY KSS LBTYA MCD QRTEA RDS-A SQ T TWTR
21234741,
21206349,TSLA
21172033,AMC
21149038,TSLA
21112812,AWR BKH BRK-B BUD CL COTY CRON DOV GPC HRL JNJ KO LOW MMM MO NFG PG SWK SYY
21112772,TSLA
21104290,BABA
21028352,
21014629,
21013758,
21006525,TSLA
20997466,DKNG PENN
20905195,BRK-A
20873324,PLTR
20830855,AMZN COIN FB MSFT TSLA
20828326,ADBE ADYEY API ARKF ARKW CMIIU CMLF COIN FB GBTC HUBS ICE IONS IRDM JD MASS MPNGY NVDA PATH PCAR PDD PHR PSTG PSTI ROKU RXRX SHOP SI SNPS SPFR SQ SYRS TCEHY TEAM TER TREE TSLA TSP XLNX ZY
20816432,
20812743,GSAT
20780251,
20768532,MSFT PLTR TSLA
20766493,OCGN SNAP
20765629,AAPL SNDL SQ
20762507,CAG
20715186,AMZN COIN JPM SE SHOP U
20691449,SPY
20665714,COIN
20660641,ABNB COIN TWTR
20663298,COIN NIO
20626919,CGC STZ SPY
20645031,FSR NKLA
20627252,COIN
20613837,AAPL CRM
20605991,EQOS MSTR SQ TSLA
20605191,BB IBM
20569878,
20563155,TSLA
21909152,SQ TWTR
21903901,ARKW DIS
21897764,F
21884696,GME JWN LOW WOOF
21882341,WKHS
21869846,BRPHF
21861676,BABA DIDI
21857802,AAPL
21854606,MSFT
21838888,GM TM TSLA
21822659,AMD ARW AVT INTC MU NVDA TSLA TSM
21806942,NIO
21791814,AMD
21780058,AAPL COIN
21761932,CLNE MMAT PLUG RDS-A XOM
21758560,ARKF ARKK ARKW COIN GOOG GOOGL NFLX PATH PLTR TSLA ARKX
21750839,
21696868,AMC CLNE CLOV GME TSLA WISH WKHS
21690028,
21692647,
21687682,FCEL PLUG
21687219,
21681800,LI NIO XPEV
21669921,LI NIO PDD XPEV
21665843,FCEL PLUG
21637858,
21600974,TSLA
21601303,TSLA
21612267,AMD ESPO PSI WUGI
21610484,F GM TSLA
21604105,SPY
21583517,SPY
21584389,MARA RIOT
21581256,
21567094,DKNG PENN
21555245,NIO
21553350,
21548360,GE
21532340,RCON
21504554,COIN
21499598,
21487313,
21485623,COIN
21475628,AMC GME
21472205,NIO
21471430,GE
21443930,F
21432182,CGC SQBG
21393786,F GM HMC TM TSLA
21392381,KOSS
